RunID,F1,F2,F3
1,2.5,0.7538593530772643,104.70000000000002
1,2.5,0.7538593530772643,104.70000000000002
1,2.5,0.7538593530772643,104.70000000000002
1,2.5,0.7538593530772643,104.70000000000002
1,2.5,0.7538593530772643,104.70000000000002
1,2.2,0.8701543361785236,109.90000000000002
1,2.2,0.8701543361785236,109.90000000000002
1,2.038,0.9911891249509523,115.50000000000001
1,2.038,0.9911891249509523,115.50000000000001
1,1.818,1.349254063967677,122.30000000000003
1,1.818,1.349254063967677,122.30000000000003
1,1.868,1.2286728674147989,125.90000000000002
1,1.78,1.4740352876040639,131.90000000000003
1,1.75,1.5909377836346452,135.5
1,1.75,1.5909377836346452,135.5
1,1.726,1.7111063275377285,145.9
1,1.706,1.836408076231736,154.3
1,1.706,1.836408076231736,154.3
1,1.675,2.1894233067645903,155.3
1,1.675,2.1894233067645903,155.3
1,1.663,2.3043741267567786,160.5
1,1.663,2.3043741267567786,160.5
1,1.652,2.42241120698758,166.1
1,1.652,2.42241120698758,166.1
1,1.635,2.585546912247911,172.70000000000005
1,1.652,2.3152546327785006,173.9
1,1.615,3.023797401668883,179.3
1,1.609,3.138109831745912,184.9
1,1.609,3.138109831745912,184.9
1,1.621,2.8963470904723216,186.5
1,1.643,2.4573259826694107,186.50000000000006
1,1.643,2.4573259826694107,186.50000000000006
1,1.635,2.5759612064860895,192.10000000000005
1,1.635,2.5759612064860895,192.10000000000005
1,1.663,2.217356462034642,197.9
1,1.604,3.2555419185958923,204.9
1,1.604,3.2555419185958923,204.9
1,1.689,1.9712514795175207,208.9
1,1.675,2.091054299384288,218.10000000000002
1,1.675,2.091054299384288,218.10000000000002
1,1.689,1.9131381976916737,223.30000000000004
1,1.582,3.988242496235492,223.30000000000004
1,1.582,3.988242496235492,223.30000000000004
1,1.675,2.0333147848854853,228.9
1,1.592,3.643281063414088,233.5
1,1.6,3.328392419553352,235.90000000000006
1,1.621,2.8068486998730764,251.3
1,1.621,2.8068486998730764,251.3
1,1.615,2.9258788292016753,256.90000000000003
1,1.615,2.9258788292016753,256.90000000000003
1,1.596,3.5056374016279017,268.70000000000005
1,1.596,3.5056374016279017,268.70000000000005
1,1.577,4.214546829514827,301.90000000000003
1,1.577,4.214546829514827,301.90000000000003
1,1.574,4.331273035921302,311.90000000000003
1,1.574,4.331273035921302,311.90000000000003
1,1.566,5.418890140818277,335.1
1,1.566,5.418890140818277,335.1
1,1.573,4.677628397418246,346.40000000000003
1,1.573,4.677628397418246,346.40000000000003
1,1.569,5.091298601582189,382.70000000000005
1,1.567,5.212529674372345,388.3
1,1.567,5.212529674372345,388.3
1,1.554,6.07783040358449,397.00000000000006
1,1.565,5.8554691200630185,408.0
1,1.562,5.613248102437284,424.5
1,1.561,5.733103135585663,430.1
1,1.564,5.427851957432021,477.70000000000005
1,1.562,5.549327671862098,480.1
1,1.558,5.913018522039824,498.90000000000003
1,1.547,7.360084095423627,501.1
1,1.551,7.087368479625871,516.2
1,1.551,7.087368479625871,516.2
1,1.553,6.820315663148583,548.0000000000001
1,1.545,8.484051321211517,654.8
1,1.541,9.04546332698211,659.8
1,1.54,13.487979378187049,1220.8
1,1.54,13.415164007027553,1225.6
1,1.54,13.415164007027553,1225.6
1,1.54,13.395907150495969,1231.6
1,1.54,13.395907150495969,1231.6
1,1.54,13.390631288673045,1259.0
1,1.54,13.368832770649242,1271.0000000000002
1,1.54,13.325562233796944,1275.5999999999997
1,1.538,15.25993771625648,1492.8
1,1.538,15.25993771625648,1492.8
1,1.513,16.079471262242407,1504.5
1,1.513,16.079471262242407,1504.5
1,1.513,16.079471262242407,1504.5
1,1.513,16.079471262242407,1504.5
1,1.513,16.079471262242407,1504.5
1,1.523,15.745824980217348,1518.5000000000002
1,1.523,15.745824980217348,1518.5000000000002
1,1.533,15.243370423787056,1545.9
1,1.533,15.243370423787056,1545.9
